iter,acc,nmi,ari,f1_macro,f1_micro,precision_macro,precision_micro,acc_unconf,nmi_unconf,acc_conf,nmi_conf,nb_unconf,nb_conf,loss_recons,loss_clus,loss,nb_l,nb_f_l,nb_t_l,nb_added_link_unconf_unconf,nb_false_added_link_unconf_unconf,nb_true_added_link_unconf_unconf,nb_deleted_link_unconf_unconf,nb_false_deleted_link_unconf_unconf,nb_true_deleted_link_unconf_unconf
59,0.7196835218339503,0.31464161085496584,0.34489851917125713,0.7130978852080906,0.7196835218339503,0.7091100575046094,0.7196835218339503,0.7638932008692952,0.4146023151388467,0.6363237231084443,0.16118340660754477,12884,6833,92.83737,5.6226816,98.46005,0,0,0,0,0,0,0,0,0
60,0.7201399807272911,0.3160455687418278,0.3459716844986636,0.7133900064955395,0.7201399807272911,0.7097196480116484,0.7201399807272911,0.7652126668736418,0.41827718851725015,0.6351529342894775,0.16199219580323398,12884,6833,92.77003,5.595443,98.36547,0,0,0,0,0,0,0,0,0
61,0.7213064867880509,0.31811341786365727,0.3486558804212582,0.7143183797765243,0.7213064867880508,0.7103967215110837,0.7213064867880509,0.7649022042843837,0.4171211459614041,0.6391043465534905,0.16575741505322444,12884,6833,92.67702,5.589827,98.266846,0,0,0,0,0,0,0,0,0
62,0.7221179692651012,0.3172792675993732,0.34852659963890587,0.715523726371844,0.7221179692651011,0.7117257482167396,0.7221179692651012,0.7661440546414157,0.41811117155804123,0.6391043465534905,0.16404554967184481,12884,6833,92.612144,5.574707,98.18685,0,0,0,0,0,0,0,0,0
63,0.7179591215702186,0.31147193090962544,0.3412565293383249,0.7113332011456704,0.7179591215702186,0.7077043248813483,0.7179591215702186,0.7656783607575287,0.41603096667401424,0.627981852773306,0.15398114045840341,12884,6833,92.58357,5.5703187,98.15389,0,0,0,0,0,0,0,0,0
64,0.7246538520058833,0.320914004977882,0.35304693292449146,0.7179528614165762,0.7246538520058832,0.7139247602353884,0.7246538520058833,0.7674635206457622,0.4201839919096474,0.6439338504317283,0.1682760142530329,12884,6833,92.464355,5.5769844,98.041336,0,0,0,0,0,0,0,0,0
65,0.7201906983821068,0.31299596272151803,0.34452811735024036,0.7138430672550115,0.7201906983821067,0.7097479045337481,0.7201906983821068,0.7646693573424402,0.4136388617147816,0.6363237231084443,0.15799160556601105,12884,6833,92.41069,5.58597,97.99666,0,0,0,0,0,0,0,0,0
66,0.7209514632043414,0.31411925170734045,0.3456073975806965,0.7145305771574773,0.7209514632043414,0.7104937161959265,0.7209514632043414,0.7666873641726172,0.41593609325891184,0.634713888482365,0.15832426866523683,12884,6833,92.32418,5.583005,97.90719,0,0,0,0,0,0,0,0,0
67,0.7226251458132575,0.3153363205866577,0.3487135243519049,0.7158085936403481,0.7226251458132575,0.7116800477855265,0.7226251458132575,0.7669978267618752,0.4157149807322219,0.6389579979511195,0.16079234160972805,12884,6833,92.2395,5.589374,97.82887,0,0,0,0,0,0,0,0,0
68,0.7226251458132575,0.31437208343901996,0.3485208203763527,0.7156857941873005,0.7226251458132575,0.7115764275249717,0.7226251458132575,0.7657559764048432,0.41297074441842835,0.6412995755890532,0.1616810598305218,12884,6833,92.12465,5.599441,97.72409,0,0,0,0,0,0,0,0,0
69,0.7254146168281179,0.31891163351453594,0.35344651678776506,0.7185583644026569,0.7254146168281179,0.714646350153267,0.7254146168281179,0.7676187519403912,0.4165488846793707,0.6458363822625494,0.16845075060441989,12884,6833,92.098854,5.6155486,97.7144,0,0,0,0,0,0,0,0,0
70,0.7233859106354922,0.31547016150032536,0.34916888613158226,0.716693048167753,0.7233859106354922,0.7125827693634955,0.7233859106354922,0.7658335920521577,0.4107796215953515,0.643348456022245,0.16525873651076017,12884,6833,91.96726,5.621519,97.58878,0,0,0,0,0,0,0,0,0
71,0.7257189227570117,0.3188438740562498,0.3528474233490686,0.7191851932247516,0.7257189227570117,0.7151161896997006,0.7257189227570117,0.7672306737038187,0.4147074689883334,0.6474462168886287,0.16912557173070428,12884,6833,91.92575,5.621156,97.546906,0,0,0,0,0,0,0,0,0
72,0.7243495460769894,0.31626769968483603,0.35106407783815174,0.7174236834603601,0.7243495460769894,0.7134613988458645,0.7243495460769894,0.7675411362930766,0.4151764618577963,0.6429094102151325,0.16396657267739367,12884,6833,91.80871,5.620157,97.42886,0,0,0,0,0,0,0,0,0
73,0.7286098290815033,0.3208831104619968,0.35768676082059786,0.7217971075056737,0.7286098290815033,0.7178203255572214,0.7286098290815033,0.7694039118286247,0.4176745675137018,0.6516903263573833,0.17238442515449098,12884,6833,91.76604,5.611663,97.3777,0,0,0,0,0,0,0,0,0
74,0.7250088755895927,0.31596212267533474,0.35202670232961386,0.7180510940508683,0.7250088755895927,0.7140659124684898,0.7250088755895927,0.7669978267618752,0.4101412956717656,0.6458363822625494,0.16727812752170043,12884,6833,91.72494,5.6191225,97.34406,0,0,0,0,0,0,0,0,0
75,0.7255160521377492,0.3162868857212973,0.35218188330064093,0.7187290797477873,0.7255160521377493,0.7147321317211622,0.7255160521377492,0.7711327921352499,0.4234922573424872,0.6281399046104928,0.13281497838351647,13427,6290,91.64204,5.56325,97.205284,0,0,0,0,0,0,0,0,0
76,0.7284069584622407,0.32069393432566823,0.3580175448196622,0.7212891556534654,0.7284069584622408,0.7174058341806812,0.7284069584622407,0.7712072689357266,0.41653049278177234,0.6370429252782194,0.14671685511334775,13427,6290,91.57997,5.5955114,97.17548,0,0,0,0,0,0,0,0,0
77,0.7285591114266876,0.32072520598316245,0.35820452667603947,0.7213047700616094,0.7285591114266876,0.7174768716109763,0.7285591114266876,0.7720265137409696,0.4167064010557467,0.6357710651828299,0.1454734203808663,13427,6290,91.48956,5.599651,97.08921,0,0,0,0,0,0,0,0,0
78,0.7266825581985089,0.3179548369382405,0.3541867154974579,0.7197274564500317,0.7266825581985089,0.7160296211309077,0.7266825581985089,0.7703135473300067,0.4145456493300381,0.6335453100158982,0.14307853077547852,13427,6290,91.44222,5.6059675,97.04819,0,0,0,0,0,0,0,0,0
79,0.7255667697925647,0.3158980049434182,0.3517289868707764,0.718920121424901,0.7255667697925647,0.7150033793504772,0.7255667697925647,0.7700901169285768,0.4143058382709753,0.6305246422893481,0.1379089770966525,13427,6290,91.37433,5.6057405,96.98007,0,0,0,0,0,0,0,0,0
80,0.7292691585941066,0.32142590352249983,0.35891247151447775,0.7221900359770634,0.7292691585941066,0.7183202581952516,0.7292691585941066,0.7735160497505027,0.4208418718724593,0.6348171701112878,0.1422190166578812,13427,6290,91.33116,5.6106477,96.94181,0,0,0,0,0,0,0,0,0
81,0.7288126997007658,0.319140333192212,0.35813027206877834,0.7215083772063839,0.7288126997007658,0.7179092695962881,0.7288126997007658,0.7731436657481194,0.4178308038180341,0.634181240063593,0.1418570742214989,13427,6290,91.24273,5.6128354,96.85557,0,0,0,0,0,0,0,0,0
82,0.7258710757214586,0.3153844041704564,0.35184664341683847,0.71914969706477,0.7258710757214586,0.7154211919426533,0.7258710757214586,0.7710583153347732,0.41399147108898826,0.6294117647058823,0.1373983302634236,13427,6290,91.1937,5.6144843,96.80819,0,0,0,0,0,0,0,0,0
83,0.7275954759851905,0.31783549057110616,0.35520451635486905,0.7206882627044702,0.7275954759851904,0.7169831327446268,0.7275954759851905,0.7740373873538393,0.41828902416954933,0.6284578696343402,0.1366532766170476,13427,6290,91.135666,5.6032314,96.7389,0,0,0,0,0,0,0,0,0
84,0.7267332758533246,0.315201304752698,0.3532373841955024,0.719717222329098,0.7267332758533246,0.7161475987953486,0.7267332758533246,0.7712817457362032,0.4135955365905836,0.631637519872814,0.13896420831835124,13427,6290,91.087395,5.596171,96.68356,0,0,0,0,0,0,0,0,0
85,0.7312471471319166,0.3235275162029684,0.3621721144173249,0.7241479294201937,0.7312471471319166,0.7205943534212432,0.7312471471319166,0.7760482609667089,0.42406597870848556,0.6356120826709062,0.1447461668055962,13427,6290,91.04077,5.6017056,96.64248,0,0,0,0,0,0,0,0,0
86,0.727088299437034,0.315662474215309,0.35382609141299426,0.720190557380425,0.727088299437034,0.716613847087929,0.727088299437034,0.7731436657481194,0.41499581513114214,0.6287758346581876,0.13777003501734397,13427,6290,90.99329,5.5984282,96.59172,0,0,0,0,0,0,0,0,0
87,0.7269868641274028,0.3151933687341089,0.3537544682845874,0.7199546527363152,0.7269868641274028,0.7164719121693595,0.7269868641274028,0.7717286065390631,0.4126942653683467,0.6314785373608903,0.13909943587655657,13427,6290,90.95815,5.585121,96.543274,0,0,0,0,0,0,0,0,0
88,0.728508393771872,0.31809428028282355,0.35642324437694584,0.7215815698012197,0.728508393771872,0.7179140078605544,0.728508393771872,0.7723244209428763,0.41499311242152,0.6349761526232115,0.14261489195781904,13427,6290,90.96834,5.57396,96.5423,0,0,0,0,0,0,0,0,0
89,0.7295227468681849,0.31781523091468067,0.3583111998101104,0.722178694404075,0.7295227468681847,0.7187522255159015,0.7295227468681849,0.7733670961495495,0.4155090176699227,0.6359300476947536,0.1434416487129986,13427,6290,90.90827,5.575272,96.48354,0,0,0,0,0,0,0,0,0
90,0.7296241821778161,0.3175695436500394,0.35804094328461966,0.7224446262661322,0.7296241821778161,0.718906363512278,0.7296241821778161,0.7759737841662322,0.41889862818573737,0.6306836248012718,0.1362984723143271,13427,6290,90.83643,5.5620065,96.39844,0,0,0,0,0,0,0,0,0
91,0.7270375817822184,0.31346078111927633,0.3530270514158403,0.7201687656640132,0.7270375817822186,0.716327276975515,0.7270375817822184,0.7744097713562226,0.41674034656825143,0.6259141494435612,0.13043534701612428,13427,6290,90.85728,5.545103,96.40238,0,0,0,0,0,0,0,0,0
92,0.7289141350103971,0.3161693915261196,0.3559380362280093,0.7220746129208142,0.728914135010397,0.7182634239859782,0.7289141350103971,0.7733670961495495,0.41421335577044077,0.6340222575516693,0.1397925896133501,13427,6290,90.811035,5.5333486,96.34438,0,0,0,0,0,0,0,0,0
93,0.7289141350103971,0.31614466539447694,0.3564869192203655,0.7217787576588847,0.728914135010397,0.7183277693686073,0.7289141350103971,0.7743352945557459,0.4142390349943143,0.6319554848966613,0.14041985758662395,13427,6290,90.80283,5.5154033,96.31824,0,0,0,0,0,0,0,0,0
94,0.7294213115585535,0.3187298349434112,0.3574211442663962,0.7224738649882748,0.7294213115585534,0.7190747735710193,0.7294213115585535,0.7735905265509794,0.4156808370275379,0.6351351351351351,0.14513206944438653,13427,6290,90.81709,5.5033283,96.32042,0,0,0,0,0,0,0,0,0
