iter,acc,delta_fr,delta_fr_new
324,0.645864106351551,0.94735,0.97662
329,0.645864106351551,0.94683,0.97918
334,0.645864106351551,0.94638,0.98631
339,0.645864106351551,0.94606,0.98406
344,0.645864106351551,0.94938,0.98851
349,0.645864106351551,0.94647,0.98791
354,0.6144756277695717,0.94283,0.97644
359,0.6144756277695717,0.94344,0.96771
364,0.6144756277695717,0.94578,0.96051
369,0.6144756277695717,0.94397,0.97822
374,0.6144756277695717,0.94501,0.96804
379,0.6144756277695717,0.94423,0.96618
384,0.6144756277695717,0.94487,0.97884
389,0.6144756277695717,0.94476,0.97918
394,0.6144756277695717,0.94511,0.97432
399,0.6144756277695717,0.94524,0.97549
404,0.6166912850812407,0.92254,0.95101
409,0.6166912850812407,0.92506,0.95219
414,0.6166912850812407,0.92576,0.94294
419,0.6166912850812407,0.92214,0.93295
424,0.6166912850812407,0.92113,0.9489
429,0.6166912850812407,0.92288,0.95467
434,0.6166912850812407,0.92674,0.949
439,0.6166912850812407,0.92225,0.95873
444,0.6166912850812407,0.92411,0.93465
449,0.6166912850812407,0.92148,0.95369
454,0.638109305760709,0.85206,0.93327
459,0.638109305760709,0.85276,0.91722
464,0.638109305760709,0.85205,0.92009
469,0.638109305760709,0.85209,0.93769
474,0.638109305760709,0.8525,0.93383
479,0.638109305760709,0.85211,0.92914
484,0.638109305760709,0.84851,0.92856
489,0.638109305760709,0.85446,0.90917
494,0.638109305760709,0.85376,0.93057
499,0.638109305760709,0.8548,0.94251
504,0.6669128508124077,0.82057,0.97574
509,0.6669128508124077,0.82729,0.96909
514,0.6669128508124077,0.82417,0.96985
519,0.6669128508124077,0.82054,0.96674
524,0.6669128508124077,0.82472,0.97614
529,0.6669128508124077,0.82148,0.97422
534,0.6669128508124077,0.82455,0.9636
539,0.6669128508124077,0.82706,0.96042
544,0.6669128508124077,0.82233,0.97175
549,0.6669128508124077,0.82336,0.96948
554,0.6694977843426884,0.86616,0.97376
559,0.6694977843426884,0.86253,0.98215
564,0.6694977843426884,0.85864,0.97653
569,0.6694977843426884,0.86498,0.98075
574,0.6694977843426884,0.86857,0.98765
579,0.6694977843426884,0.85949,0.982
584,0.6694977843426884,0.8628,0.9811
589,0.6694977843426884,0.8625,0.9858
594,0.6694977843426884,0.86144,0.98
599,0.6694977843426884,0.86967,0.97524
604,0.6709748892171344,0.84589,0.97844
609,0.6709748892171344,0.85328,0.97564
614,0.6709748892171344,0.85016,0.98312
619,0.6709748892171344,0.84975,0.97798
624,0.6709748892171344,0.85627,0.98183
629,0.6709748892171344,0.84976,0.97641
634,0.6709748892171344,0.85275,0.9793
639,0.6709748892171344,0.85113,0.97842
644,0.6709748892171344,0.84691,0.97886
649,0.6709748892171344,0.85311,0.97785
654,0.6746676514032496,0.80633,0.97209
659,0.6746676514032496,0.81277,0.96832
664,0.6746676514032496,0.80821,0.97034
669,0.6746676514032496,0.8148,0.96783
674,0.6746676514032496,0.80648,0.97538
679,0.6746676514032496,0.8102,0.96161
684,0.6746676514032496,0.81781,0.95019
689,0.6746676514032496,0.81037,0.97045
694,0.6746676514032496,0.80969,0.96463
699,0.6746676514032496,0.8083,0.9645
704,0.672821270310192,0.8055,0.95703
709,0.672821270310192,0.8057,0.96352
714,0.672821270310192,0.80705,0.96443
719,0.672821270310192,0.80905,0.95822
724,0.672821270310192,0.81331,0.96455
729,0.672821270310192,0.80869,0.96268
734,0.672821270310192,0.81249,0.96582
739,0.672821270310192,0.80898,0.95173
744,0.672821270310192,0.80753,0.96456
749,0.672821270310192,0.80949,0.96404
754,0.6842688330871491,0.81992,0.92568
759,0.6842688330871491,0.81653,0.93699
764,0.6842688330871491,0.81978,0.92963
769,0.6842688330871491,0.81756,0.93863
774,0.6842688330871491,0.82089,0.93572
779,0.6842688330871491,0.82208,0.92491
784,0.6842688330871491,0.81545,0.92853
789,0.6842688330871491,0.81858,0.91602
794,0.6842688330871491,0.81737,0.92738
799,0.6842688330871491,0.82003,0.92817
804,0.6953471196454948,0.84619,0.94056
809,0.6953471196454948,0.84665,0.9343
814,0.6953471196454948,0.84941,0.92084
819,0.6953471196454948,0.84952,0.93565
824,0.6953471196454948,0.84784,0.9272
829,0.6953471196454948,0.84684,0.9451
834,0.6953471196454948,0.8474,0.92183
839,0.6953471196454948,0.84692,0.93112
844,0.6953471196454948,0.85094,0.92011
849,0.6953471196454948,0.84806,0.92715
854,0.707533234859675,0.84682,0.93367
859,0.707533234859675,0.84657,0.9324
864,0.707533234859675,0.84759,0.94937
869,0.707533234859675,0.84476,0.92229
874,0.707533234859675,0.84786,0.93018
879,0.707533234859675,0.83946,0.9235
884,0.707533234859675,0.84661,0.92462
889,0.707533234859675,0.84977,0.93483
894,0.707533234859675,0.84678,0.92281
899,0.707533234859675,0.84716,0.93185
904,0.6979320531757754,0.80955,0.90054
909,0.6979320531757754,0.80856,0.91576
914,0.6979320531757754,0.81257,0.88628
919,0.6979320531757754,0.80561,0.90331
924,0.6979320531757754,0.8113,0.90181
929,0.6979320531757754,0.81043,0.89748
934,0.6979320531757754,0.81008,0.90893
939,0.6979320531757754,0.80967,0.90908
944,0.6979320531757754,0.81132,0.9115
949,0.6979320531757754,0.8114,0.89223
954,0.705317577548006,0.73164,0.87298
959,0.705317577548006,0.72755,0.87804
964,0.705317577548006,0.73758,0.88672
969,0.705317577548006,0.73746,0.89803
974,0.705317577548006,0.74216,0.89961
979,0.705317577548006,0.73301,0.88857
984,0.705317577548006,0.72924,0.87843
989,0.705317577548006,0.73775,0.89338
994,0.705317577548006,0.73708,0.88184
999,0.705317577548006,0.72749,0.90522
