iter,acc,nmi,ari,f1_macro,f1_micro,precision_macro,precision_micro,acc_unconf,nmi_unconf,acc_conf,nmi_conf,nb_unconf,nb_conf,loss_recons,loss_clus,loss,nb_l,nb_f_l,nb_t_l,nb_added_link_unconf_unconf,nb_false_added_link_unconf_unconf,nb_true_added_link_unconf_unconf,nb_deleted_link_unconf_unconf,nb_false_deleted_link_unconf_unconf,nb_true_deleted_link_unconf_unconf
22,0.5137844611528822,0.2967389746596455,0.22848857910939188,0.5033220436463558,0.5137844611528822,0.5605435701880238,0.5137844611528822,0.5267605633802817,0.3078682550619595,0.4772727272727273,0.19676055336474804,355,44,2.5997345,50.110703,52.710438,0,0,0,0,0,0,0,0,0
23,0.5238095238095238,0.2898078579401637,0.23578703003041843,0.48952455818220325,0.5238095238095238,0.5104371689492515,0.5238095238095238,0.543661971830986,0.3021186031316626,0.4318181818181818,0.16094384166201572,355,44,2.5939653,50.29381,52.887775,0,0,0,0,0,0,0,0,0
24,0.581453634085213,0.3279862417329544,0.26659681376716066,0.5525064566621013,0.581453634085213,0.6272598554488263,0.581453634085213,0.6056338028169014,0.3501374036818035,0.45454545454545453,0.16692224230106123,355,44,2.626827,49.917503,52.54433,0,0,0,0,0,0,0,0,0
25,0.5012531328320802,0.2637146075334673,0.18391111501434956,0.4865500532538457,0.5012531328320802,0.5346945646945647,0.5012531328320802,0.5126760563380282,0.2674050762660852,0.4318181818181818,0.24179365240218254,355,44,2.6623054,49.723534,52.385838,0,0,0,0,0,0,0,0,0
26,0.5137844611528822,0.297403227783016,0.22386299191817957,0.48044322789197225,0.5137844611528822,0.5181641009246508,0.5137844611528822,0.5267605633802817,0.3087682993862773,0.5227272727272727,0.2876425408456972,355,44,2.619077,50.453037,53.072113,0,0,0,0,0,0,0,0,0
27,0.531328320802005,0.295038799252091,0.2305667733481678,0.5023324393475415,0.531328320802005,0.5384775502528647,0.531328320802005,0.5408450704225352,0.296932058584361,0.4772727272727273,0.26085117381642225,355,44,2.6313047,50.742985,53.37429,0,0,0,0,0,0,0,0,0
28,0.5463659147869674,0.31555968168353304,0.25174237796028764,0.5212892658440653,0.5463659147869674,0.5503751739216856,0.5463659147869674,0.5633802816901409,0.33382215385283776,0.4090909090909091,0.19521718801589058,355,44,2.6040502,50.684948,53.288998,0,0,0,0,0,0,0,0,0
29,0.5263157894736842,0.2851614965082621,0.2299491628084505,0.4983427296217995,0.5263157894736842,0.5288359788359788,0.5263157894736842,0.5295774647887324,0.2860811165881948,0.5,0.25981004061531665,355,44,2.6144145,50.51007,53.124485,0,0,0,0,0,0,0,0,0
30,0.5037593984962406,0.27978216498953934,0.20705131223989515,0.4795935419832774,0.5037593984962406,0.5174127135484905,0.5037593984962406,0.532394366197183,0.29326453196395647,0.45454545454545453,0.23437516136076142,355,44,2.5981455,49.635414,52.23356,0,0,0,0,0,0,0,0,0
31,0.506265664160401,0.281761273389008,0.21380169309246458,0.4760127261542686,0.506265664160401,0.5187381391386858,0.506265664160401,0.5267605633802817,0.2929827500844111,0.45454545454545453,0.23116498381048906,355,44,2.6032062,50.40331,53.006516,0,0,0,0,0,0,0,0,0
32,0.49122807017543857,0.28220083093618786,0.2208986950487831,0.47401445622627564,0.49122807017543857,0.515719696969697,0.49122807017543857,0.5098591549295775,0.29036790717258637,0.4772727272727273,0.26089675258288125,355,44,2.6122885,51.319122,53.93141,0,0,0,0,0,0,0,0,0
33,0.49874686716791977,0.29510191703710137,0.2303241092706123,0.4658335844164145,0.49874686716791977,0.47435481384548817,0.49874686716791977,0.5154929577464789,0.30561534106321026,0.45454545454545453,0.26922811183834383,355,44,2.5935626,51.218346,53.81191,0,0,0,0,0,0,0,0,0
34,0.5238095238095238,0.2782329544601669,0.20963031886369665,0.49879401091247433,0.5238095238095238,0.5539274297143384,0.5238095238095238,0.5380281690140845,0.28695963748803216,0.4318181818181818,0.19201803093328565,355,44,2.6095765,49.5079,52.117477,0,0,0,0,0,0,0,0,0
35,0.5238095238095238,0.29770660713036656,0.23563237477842225,0.4888617697209928,0.5238095238095238,0.5163963029049785,0.5238095238095238,0.5236768802228412,0.30156478941391734,0.525,0.29129075094667634,359,40,2.5911016,51.097042,53.688145,0,0,0,0,0,0,0,0,0
36,0.5087719298245614,0.2823649688528713,0.22224804772751472,0.47789421470316484,0.5087719298245614,0.49311543344539016,0.5087719298245614,0.5179063360881543,0.28173578835701296,0.4722222222222222,0.3312052797001977,363,36,2.5841339,49.868645,52.452778,0,0,0,0,0,0,0,0,0
37,0.5338345864661654,0.2980966456353205,0.23032047192483407,0.515844121854352,0.5338345864661654,0.5477978584335829,0.5338345864661654,0.5426997245179064,0.3067356127931309,0.4444444444444444,0.17950435028955014,363,36,2.613109,50.50245,53.11556,0,0,0,0,0,0,0,0,0
38,0.5162907268170426,0.290635374859181,0.23025423560033945,0.48707509243312586,0.5162907268170426,0.5174815382272586,0.5162907268170426,0.5206611570247934,0.29208650061974706,0.5277777777777778,0.33377776470322423,363,36,2.599705,49.114147,51.713852,0,0,0,0,0,0,0,0,0
39,0.5413533834586466,0.29942600656335067,0.24634834895417285,0.5069529958623329,0.5413533834586466,0.5407651451253224,0.5413533834586466,0.5399449035812672,0.29281711055850906,0.5555555555555556,0.36158236854640197,363,36,2.6135638,49.97676,52.590324,0,0,0,0,0,0,0,0,0
40,0.5538847117794486,0.31392752708503896,0.24989847496602852,0.5286734085478302,0.5538847117794486,0.5716999314581801,0.5538847117794486,0.559228650137741,0.3144346983305246,0.5,0.28778967658152127,363,36,2.6091504,50.562614,53.171764,0,0,0,0,0,0,0,0,0
41,0.5513784461152882,0.3005793154370776,0.23910214520291304,0.5291131502437688,0.5513784461152882,0.571655555358087,0.5513784461152882,0.559228650137741,0.30930877835410575,0.4722222222222222,0.20310923458223867,363,36,2.6388774,49.018646,51.657524,0,0,0,0,0,0,0,0,0
